delta_ts,significance,dof,joint_lon_0,joint_lon_0_err,slice0_lon_0,slice0_lon_0_err,slice1_lon_0,slice1_lon_0_err,slice2_lon_0,slice2_lon_0_err,joint_lat_0,joint_lat_0_err,slice0_lat_0,slice0_lat_0_err,slice1_lat_0,slice1_lat_0_err,slice2_lat_0,slice2_lat_0_err,joint_sigma,joint_sigma_err,slice0_sigma,slice0_sigma_err,slice1_sigma,slice1_sigma_err,slice2_sigma,slice2_sigma_err
5.970203988588764,0.7951330160281082,6,5.612509722260373,0.008879528174999131,5.613098910218491,0.009912004230740927,5.620832618780672,0.020919312209021487,5.569550738081325,0.041197779046456336,0.21844987841802818,0.008956963789913118,0.22732521300369282,0.010013408614415005,0.19015883543519368,0.02139172537504136,0.17618158746541868,0.04450428729523313,0.31040909839608744,0.006065314242775371,0.306330455761025,0.006908287627160422,0.31904446901441474,0.013665346049435504,0.32552101472275113,0.02865080776118537
5.245693989898427,0.654625038622422,6,5.601272210948533,0.008664649580396637,5.600609917821196,0.009719232992828229,5.615177360267046,0.022454620819108276,5.570691956109103,0.03626777756664554,0.1947129671938245,0.008705669822505644,0.19912039720827965,0.009785498474843187,0.18973012823830954,0.021977204917657922,0.1450502328281403,0.03667929957473907,0.29812391940535704,0.005912059154166885,0.2971655636481949,0.006743047725407642,0.31042493810486177,0.014716800339296893,0.2649145572566595,0.024630366188511364
7.4373743518517585,1.0752022255031835,6,5.610536423119499,0.008839521695723105,5.617364065668977,0.009857087978875098,5.599585578546965,0.021701812702918155,5.510432579467291,0.047085030432748434,0.19371113140705642,0.008882635761557815,0.1893178946882408,0.009961393172557278,0.20610761996144233,0.0216842598951841,0.22255830305425164,0.04552415179523779,0.3070918745428232,0.006325626624847306,0.3039286453524093,0.007038474016237053,0.31860921251268565,0.01574924065024019,0.31715672489519653,0.03286387238662089
7.206433786283014,1.0317746954437896,6,5.596663040857633,0.008447570957489065,5.601172077927531,0.009652802696771899,5.559074829565537,0.01948805676933488,5.655911216798184,0.0378932218597827,0.2101833311322356,0.008565569386431588,0.21147500015953904,0.009666481155007118,0.2101609842591791,0.021295781969706277,0.20196905612865035,0.03602411285760331,0.30160660988488985,0.005765010156903728,0.30401268059034225,0.00649677324557836,0.28872189770093215,0.013825289967536045,0.2938482494712599,0.023460619514023832
7.599739623910864,1.1055583954079125,6,5.599715814644066,0.008759860374153721,5.6021442201546225,0.010029721266580685,5.578470274552468,0.0195967255416079,5.663648046576242,0.04535102697556764,0.20838804654221535,0.008792682791148828,0.2015178870338682,0.010273393491530098,0.2216248796273182,0.018182140809931233,0.2697543382722744,0.0463013416128508,0.2987667442386937,0.0060278208775318975,0.3031591338947067,0.007039114221954903,0.28713005398089575,0.012528129309054253,0.27273050448907704,0.03137166447214178
10.705974542477634,1.6551211098865157,6,5.596004164867415,0.008390638398680445,5.590689514692529,0.009526394184073977,5.6051201552226635,0.019505746714024882,5.646056220528172,0.04011116436130714,0.18816058856859355,0.008297944722614513,0.18025331327570404,0.009388540425889852,0.2232930378235901,0.019671331671194132,0.19282451589525548,0.03839426923683503,0.3008321345728846,0.005834658489362657,0.29382760726067353,0.00650164040472044,0.32646336960462924,0.01443656801090625,0.3208172538923437,0.02529478830856352
4.007549063549959,0.4183998957986043,6,5.598647059035089,0.008308511801055055,5.5971735163675245,0.009383891554584472,5.611813721800047,0.0197692410564871,5.576578894090992,0.04094646714078456,0.19390263744619274,0.008389869213207052,0.19313890771468395,0.009459048122084614,0.20912671184451428,0.019964448721250395,0.14366863548390396,0.04382916386241437,0.29437532007760836,0.005580191113874016,0.29234867706833734,0.006299467935302098,0.296396862692817,0.013163694709141284,0.32469913711984133,0.027720024854954152
7.228180674341274,1.0358763124688015,6,5.591791849821155,0.008491819411085268,5.58552508069576,0.009581392300126878,5.622610882729645,0.019152279469183544,5.596559289252216,0.044585615956606886,0.2043142904850669,0.008598977165425108,0.21062804107219035,0.009868393675064653,0.1814003546676194,0.01869991251534822,0.18790879026493856,0.04352999137916467,0.2989559362849413,0.005816232170286777,0.30119551284552104,0.0066142864866543995,0.27910148335598667,0.012889602711282722,0.32310851722464623,0.030201484602438638
4.028329998298432,0.4222501613120397,6,5.602662791793319,0.00854957598745658,5.600685883079706,0.009834264235101031,5.621322354999046,0.020526336624516358,5.572889022972632,0.03130229553580205,0.19406703700415334,0.008821921705006145,0.2008266844394535,0.010056657993480399,0.1689352565794461,0.02173729540569797,0.1832810015721066,0.03363543778112896,0.3082950814465497,0.005857127618428992,0.30889889351151634,0.006652137802243129,0.306750645385796,0.014245741856026816,0.2935014768255923,0.02449993136175288
2.7958587332686875,0.20957689348787878,6,5.597093179300819,0.00795777135912362,5.600302504017779,0.008933252520317165,5.5828962176971775,0.02062790651321627,5.588796469988618,0.03306402246814408,0.20267045300588063,0.008029642207805335,0.2003586101701068,0.009020853815091552,0.19843835777966495,0.020503808480651267,0.2485222740159773,0.03402678961959534,0.2869266791862115,0.005720703494782778,0.28790678625704624,0.006417222745994667,0.2839519483770286,0.014885349373208645,0.27538405227904633,0.023906271371747456
10.043204568035435,1.5429441268193467,6,5.600865275187428,0.008558084956618917,5.609877991792029,0.00975712281062569,5.567962895612161,0.0209552279597755,5.587478700252741,0.03281608124986168,0.20865141522736363,0.008505342452702506,0.21396754773902316,0.009636038526517697,0.19687498065953363,0.021252420407529036,0.1595032873429246,0.033051218413087995,0.30720779349172156,0.005887127794469458,0.3106765990202274,0.006709186962578009,0.3049386917953074,0.014561936014580633,0.26295935426655864,0.020594995097307674
4.86703958932776,0.5813922978423007,6,5.5888641139194455,0.008264788869506164,5.592373168361382,0.009558380215918968,5.577082833679943,0.017760982563471056,5.584797001596947,0.03916574524883473,0.18535800799460986,0.008261743007829432,0.1922186081458932,0.009554467960778783,0.1726200677435215,0.01778378991956932,0.11617488089322564,0.041206706563060566,0.30191152114967257,0.005766907014672464,0.3038307613411608,0.006637951233097675,0.292760319251455,0.012549110586149029,0.307639020571373,0.02772940618385316
3.602437753477716,0.3447335836558985,6,5.59406340723096,0.008621142217835803,5.590181934434313,0.009625107105885109,5.610922591700994,0.02015384447723442,5.596961756092347,0.0415847203455134,0.19864605173491767,0.008520815072970193,0.19212423035012227,0.009601373572327482,0.2185300388018573,0.019578434703286435,0.22361962230510307,0.040501488775970575,0.31040736513577605,0.005939508970379018,0.30933324823726954,0.006791318106912894,0.31898005232281773,0.013101007446119764,0.29210804115803146,0.02835922416501661
7.605945501345559,1.1067156982576154,6,5.592326574066777,0.008623231302745983,5.587206726935674,0.009783175723414517,5.603318801327745,0.021270113731841855,5.627741439926521,0.03451202485451353,0.19410123318434147,0.008545233202929731,0.19866417441406978,0.00974780379861113,0.15661416782369353,0.020609851532356067,0.2455761843391318,0.033895099945771404,0.3038617534417687,0.0057929180679443595,0.3026635011278694,0.0065352026369315565,0.3091812839507383,0.014598844440792888,0.2970843787805082,0.023708097994782705
5.626190472074086,0.7284503425281206,6,5.609287435041883,0.008473552348633314,5.609038826246499,0.009807991609738031,5.616318713927761,0.018859989336232678,5.573386558999568,0.04114817259099535,0.20332251266277096,0.008386573620409126,0.19799403658674453,0.009607269796094338,0.23401620924397354,0.01965870020442391,0.18709832736636478,0.038336675279521754,0.29353612944155844,0.005777711432943163,0.2968627466068891,0.0067668522497056904,0.27540180062136554,0.012971686759886594,0.2985796489642453,0.027313844941049208
